"order_id","order_date","customer_id","sales","order_year"
"CA-2017-127432","2017-01-22","AD-10180","11.96","2017"
"CA-2017-127432","2017-01-22","AD-10180","1126.02","2017"
"CA-2017-145142","2017-01-23","MC-17605","210.98","2017"
"CA-2017-113558","2017-10-21","PH-18790","683.952","2017"
"CA-2017-113558","2017-10-21","PH-18790","45.696","2017"
"US-2017-129441","2017-09-07","JC-15340","47.94","2017"
"US-2017-122637","2017-09-03","EP-13915","42.616","2017"
"CA-2017-162929","2017-11-19","AS-10135","41.28","2017"
"CA-2017-162929","2017-11-19","AS-10135","13.36","2017"
"CA-2017-112774","2017-09-11","RC-19960","34.504","2017"
"CA-2017-101945","2017-11-24","GT-14710","10.824","2017"
"CA-2017-100650","2017-06-29","DK-13225","1295.78","2017"
"CA-2017-118731","2017-11-20","LP-17080","42.6","2017"
"CA-2017-118731","2017-11-20","LP-17080","84.056","2017"
"CA-2017-137099","2017-12-07","FP-14320","374.376","2017"
"CA-2017-156951","2017-10-01","EB-13840","91.84","2017"
"CA-2017-156951","2017-10-01","EB-13840","81.088","2017"
"CA-2017-156951","2017-10-01","EB-13840","19.44","2017"
"CA-2017-156951","2017-10-01","EB-13840","451.152","2017"
"CA-2017-164826","2017-12-28","JF-15415","72.45","2017"
"CA-2017-164826","2017-12-28","JF-15415","13.96","2017"
"CA-2017-164826","2017-12-28","JF-15415","33.264","2017"
"CA-2017-164826","2017-12-28","JF-15415","14.85","2017"
"CA-2017-118640","2017-07-20","CS-11950","69.712","2017"
"CA-2017-118640","2017-07-20","CS-11950","8.792","2017"
"CA-2017-145233","2017-12-01","DV-13465","470.376","2017"
"CA-2017-145233","2017-12-01","DV-13465","105.584","2017"
"CA-2017-145233","2017-12-01","DV-13465","31.152","2017"
"CA-2017-145233","2017-12-01","DV-13465","6.783","2017"
"CA-2017-145233","2017-12-01","DV-13465","406.368","2017"
"CA-2017-138611","2017-11-14","CK-12595","119.94","2017"
"CA-2017-138611","2017-11-14","CK-12595","3.648","2017"
"CA-2017-117947","2017-08-18","NG-18355","40.48","2017"
"CA-2017-117947","2017-08-18","NG-18355","9.94","2017"
"CA-2017-117947","2017-08-18","NG-18355","107.424","2017"
"CA-2017-117947","2017-08-18","NG-18355","37.91","2017"
"CA-2017-117947","2017-08-18","NG-18355","88.02","2017"
"CA-2017-163020","2017-09-15","MO-17800","35.56","2017"
"CA-2017-153787","2017-05-19","AT-10735","97.16","2017"
"CA-2017-133431","2017-12-17","LC-17140","15.24","2017"
"CA-2017-133431","2017-12-17","LC-17140","13.23","2017"
"CA-2017-144694","2017-09-24","BD-11605","17.88","2017"
"CA-2017-144694","2017-09-24","BD-11605","235.944","2017"
"CA-2017-167913","2017-07-30","JL-15835","330.4","2017"
"CA-2017-167913","2017-07-30","JL-15835","26.25","2017"
"CA-2017-106103","2017-06-10","SC-20305","132.52","2017"
"US-2017-127719","2017-07-21","TW-21025","6.48","2017"
"CA-2017-126221","2017-12-30","CC-12430","209.3","2017"
"CA-2017-140844","2017-06-19","AR-10405","97.82","2017"
"CA-2017-140844","2017-06-19","AR-10405","103.12","2017"
"CA-2017-132682","2017-06-08","TH-21235","23.76","2017"
"CA-2017-132682","2017-06-08","TH-21235","85.056","2017"
"CA-2017-132682","2017-06-08","TH-21235","381.576","2017"
"US-2017-106663","2017-06-09","MO-17800","23.976","2017"
"US-2017-106663","2017-06-09","MO-17800","108.925","2017"
"US-2017-106663","2017-06-09","MO-17800","36.352","2017"
"CA-2017-111178","2017-06-15","TD-20995","19.56","2017"
"CA-2017-130351","2017-12-05","RB-19570","61.44","2017"
"CA-2017-130351","2017-12-05","RB-19570","38.9","2017"
"CA-2017-130351","2017-12-05","RB-19570","99.39","2017"
"US-2017-119438","2017-03-18","CD-11980","2.688","2017"
"US-2017-119438","2017-03-18","CD-11980","27.816","2017"
"US-2017-119438","2017-03-18","CD-11980","82.524","2017"
"US-2017-119438","2017-03-18","CD-11980","182.994","2017"
"US-2017-168116","2017-11-04","GT-14635","7999.98","2017"
"US-2017-168116","2017-11-04","GT-14635","167.44","2017"
"CA-2017-161480","2017-12-25","RA-19285","191.984","2017"
"CA-2017-114552","2017-09-02","Dl-13600","15.072","2017"
"CA-2017-146136","2017-09-03","AP-10915","24.448","2017"
"US-2017-100048","2017-05-19","RS-19765","281.34","2017"
"US-2017-100048","2017-05-19","RS-19765","307.98","2017"
"US-2017-100048","2017-05-19","RS-19765","299.97","2017"
"CA-2017-108910","2017-09-24","KC-16540","103.056","2017"
"CA-2017-144113","2017-09-16","JF-15355","17.568","2017"
"CA-2017-144113","2017-09-16","JF-15355","55.992","2017"
"CA-2017-131954","2017-01-21","DS-13030","242.94","2017"
"CA-2017-131954","2017-01-21","DS-13030","179.97","2017"
"CA-2017-131954","2017-01-21","DS-13030","99.696","2017"
"CA-2017-131954","2017-01-21","DS-13030","27.936","2017"
"CA-2017-131954","2017-01-21","DS-13030","84.98","2017"
"CA-2017-131954","2017-01-21","DS-13030","18.72","2017"
"CA-2017-126074","2017-10-02","RF-19735","58.05","2017"
"CA-2017-126074","2017-10-02","RF-19735","157.74","2017"
"CA-2017-126074","2017-10-02","RF-19735","56.98","2017"
"CA-2017-126074","2017-10-02","RF-19735","2.88","2017"
"CA-2017-117240","2017-07-23","CP-12340","13.128","2017"
"CA-2017-133333","2017-09-18","BF-11020","22.72","2017"
"CA-2017-126046","2017-11-03","JC-16105","12.39","2017"
"CA-2017-104220","2017-01-30","BV-11245","18.28","2017"
"CA-2017-104220","2017-01-30","BV-11245","207.0","2017"
"CA-2017-104220","2017-01-30","BV-11245","32.35","2017"
"CA-2017-104220","2017-01-30","BV-11245","7.71","2017"
"CA-2017-104220","2017-01-30","BV-11245","40.3","2017"
"CA-2017-104220","2017-01-30","BV-11245","34.58","2017"
"CA-2017-129567","2017-03-17","CL-12565","17.456","2017"
"CA-2017-151428","2017-09-21","RH-19495","20.16","2017"
"CA-2017-105809","2017-02-20","HW-14935","22.23","2017"
"CA-2017-105809","2017-02-20","HW-14935","215.968","2017"
"CA-2017-135783","2017-04-22","GM-14440","18.28","2017"
"CA-2017-143686","2017-05-14","PJ-19015","18.28","2017"
"CA-2017-143686","2017-05-14","PJ-19015","1399.93","2017"
"CA-2017-101434","2017-06-20","TR-21325","239.97","2017"
"CA-2017-101434","2017-06-20","TR-21325","9.82","2017"
"CA-2017-126956","2017-08-21","GT-14710","35.0","2017"
"CA-2017-126956","2017-08-21","GT-14710","37.24","2017"
"CA-2017-126956","2017-08-21","GT-14710","15.28","2017"
"CA-2017-129462","2017-06-16","JE-15745","301.96","2017"
"CA-2017-129462","2017-06-16","JE-15745","180.66","2017"
"CA-2017-129462","2017-06-16","JE-15745","191.98","2017"
"CA-2017-129462","2017-06-16","JE-15745","65.99","2017"
"US-2017-156083","2017-11-04","JL-15175","9.664","2017"
"CA-2017-107503","2017-01-01","GA-14725","48.896","2017"
"CA-2017-161984","2017-04-10","SJ-20125","7.61","2017"
"CA-2017-161984","2017-04-10","SJ-20125","7.16","2017"
"CA-2017-114636","2017-08-25","GA-14725","192.16","2017"
"CA-2017-111689","2017-11-30","HP-14815","68.472","2017"
"CA-2017-111689","2017-11-30","HP-14815","1242.9","2017"
"US-2017-123463","2017-12-23","GZ-14470","13.48","2017"
"CA-2017-115364","2017-06-26","OT-18730","83.76","2017"
"CA-2017-150707","2017-10-14","EL-13735","37.66","2017"
"CA-2017-132934","2017-06-20","JE-15475","149.95","2017"
"CA-2017-132934","2017-06-20","JE-15475","51.312","2017"
"CA-2017-133256","2017-06-26","TH-21550","4.54","2017"
"CA-2017-133256","2017-06-26","TH-21550","15.92","2017"
"CA-2017-133256","2017-06-26","TH-21550","543.92","2017"
"CA-2017-160983","2017-10-29","GB-14530","46.96","2017"
"CA-2017-150959","2017-11-11","TD-20995","10.44","2017"
"CA-2017-150959","2017-11-11","TD-20995","18.336","2017"
"CA-2017-132353","2017-09-15","DB-13060","323.976","2017"
"CA-2017-143259","2017-12-30","PO-18865","323.136","2017"
"CA-2017-143259","2017-12-30","PO-18865","90.93","2017"
"CA-2017-143259","2017-12-30","PO-18865","52.776","2017"
"CA-2017-137596","2017-09-02","BE-11335","1199.8","2017"
"CA-2017-137596","2017-09-02","BE-11335","1928.78","2017"
"CA-2017-137596","2017-09-02","BE-11335","352.38","2017"
"CA-2017-102519","2017-11-27","BM-11650","46.94","2017"
"CA-2017-102519","2017-11-27","BM-11650","143.73","2017"
"CA-2017-144932","2017-04-14","AB-10165","14.592","2017"
"CA-2017-144932","2017-04-14","AB-10165","89.856","2017"
"CA-2017-144932","2017-04-14","AB-10165","13.872","2017"
"CA-2017-114216","2017-09-02","RK-19300","12.192","2017"
"US-2017-111745","2017-11-05","RA-19885","159.99","2017"
"US-2017-110576","2017-11-28","RB-19795","516.488","2017"
"US-2017-110576","2017-11-28","RB-19795","1007.232","2017"
"US-2017-110576","2017-11-28","RB-19795","2065.32","2017"
"US-2017-110576","2017-11-28","RB-19795","15.552","2017"
"US-2017-110576","2017-11-28","RB-19795","25.344","2017"
"CA-2017-131156","2017-04-03","KH-16360","25.472","2017"
"CA-2017-136539","2017-12-28","GH-14665","27.168","2017"
"CA-2017-136539","2017-12-28","GH-14665","78.8528","2017"
"CA-2017-119305","2017-11-30","SW-20275","173.8","2017"
"CA-2017-102414","2017-05-15","JA-15970","29.592","2017"
"CA-2017-102414","2017-05-15","JA-15970","4.752","2017"
"CA-2017-102414","2017-05-15","JA-15970","15.552","2017"
"CA-2017-152142","2017-11-14","LW-16990","321.568","2017"
"CA-2017-135279","2017-04-09","BS-11800","9.82","2017"
"CA-2017-135279","2017-04-09","BS-11800","35.97","2017"
"CA-2017-135279","2017-04-09","BS-11800","12.96","2017"
"CA-2017-135279","2017-04-09","BS-11800","191.6","2017"
"CA-2017-135279","2017-04-09","BS-11800","8.64","2017"
"CA-2017-135279","2017-04-09","BS-11800","501.81","2017"
"US-2017-103247","2017-10-05","PO-19195","160.93","2017"
"US-2017-103247","2017-10-05","PO-19195","75.792","2017"
"US-2017-100209","2017-07-09","TD-20995","1.08","2017"
"CA-2017-159366","2017-01-07","BW-11110","3059.982","2017"
"CA-2017-100314","2017-09-29","AS-10630","7.968","2017"
"CA-2017-100314","2017-09-29","AS-10630","27.968","2017"
"CA-2017-100314","2017-09-29","AS-10630","336.51","2017"
"CA-2017-167899","2017-05-21","JG-15805","520.05","2017"
"CA-2017-167899","2017-05-21","JG-15805","17.97","2017"
"US-2017-106705","2017-12-26","PO-18850","44.75","2017"
"CA-2017-135034","2017-08-01","AT-10735","95.984","2017"
"CA-2017-118437","2017-06-17","PF-19165","155.25","2017"
"CA-2017-118437","2017-06-17","PF-19165","14.03","2017"
"CA-2017-106964","2017-12-17","HR-14770","11.808","2017"
"CA-2017-121818","2017-11-20","JH-15430","23.968","2017"
"CA-2017-121818","2017-11-20","JH-15430","28.728","2017"
"CA-2017-115651","2017-07-09","NS-18640","8.84","2017"
"CA-2017-115651","2017-07-09","NS-18640","58.464","2017"
"CA-2017-152702","2017-10-12","SN-20710","254.604","2017"
"CA-2017-167150","2017-12-10","BP-11185","19.936","2017"
"CA-2017-167150","2017-12-10","BP-11185","65.568","2017"
"US-2017-139955","2017-09-28","CM-12160","1.744","2017"
"CA-2017-106943","2017-11-14","FO-14305","8.64","2017"
"CA-2017-132521","2017-09-23","DW-13540","119.96","2017"
"CA-2017-132521","2017-09-23","DW-13540","31.44","2017"
"CA-2017-132521","2017-09-23","DW-13540","6.88","2017"
"CA-2017-158407","2017-06-04","LW-16990","31.984","2017"
"CA-2017-158407","2017-06-04","LW-16990","71.984","2017"
"CA-2017-160423","2017-01-21","PS-19045","348.208","2017"
"CA-2017-160423","2017-01-21","PS-19045","35.784","2017"
"US-2017-145863","2017-04-21","RP-19390","2.694","2017"
"US-2017-145863","2017-04-21","RP-19390","2.934","2017"
"CA-2017-140585","2017-12-18","RA-19915","46.672","2017"
"CA-2017-140585","2017-12-18","RA-19915","119.833","2017"
"CA-2017-140585","2017-12-18","RA-19915","119.98","2017"
"CA-2017-147039","2017-06-29","AA-10315","362.94","2017"
"CA-2017-147039","2017-06-29","AA-10315","11.54","2017"
"CA-2017-145226","2017-12-08","DL-13315","109.48","2017"
"CA-2017-145226","2017-12-08","DL-13315","272.94","2017"
"CA-2017-145226","2017-12-08","DL-13315","19.44","2017"
"CA-2017-145226","2017-12-08","DL-13315","31.92","2017"
"CA-2017-138779","2017-01-14","RB-19570","21.744","2017"
"CA-2017-138779","2017-01-14","RB-19570","7.92","2017"
"CA-2017-117212","2017-02-26","BT-11530","81.92","2017"
"CA-2017-117212","2017-02-26","BT-11530","889.536","2017"
"CA-2017-117212","2017-02-26","BT-11530","892.224","2017"
"CA-2017-117212","2017-02-26","BT-11530","223.92","2017"
"CA-2017-117212","2017-02-26","BT-11530","23.12","2017"
"CA-2017-133235","2017-08-01","LH-16750","271.96","2017"
"US-2017-118087","2017-09-09","SP-20620","141.372","2017"
"US-2017-118087","2017-09-09","SP-20620","3.036","2017"
"US-2017-118087","2017-09-09","SP-20620","4.503","2017"
"US-2017-118087","2017-09-09","SP-20620","4.672","2017"
"US-2017-118087","2017-09-09","SP-20620","95.88","2017"
"US-2017-118087","2017-09-09","SP-20620","17.024","2017"
"US-2017-118087","2017-09-09","SP-20620","258.696","2017"
"US-2017-118087","2017-09-09","SP-20620","1931.958","2017"
"CA-2017-100013","2017-11-06","ZC-21910","15.28","2017"
"CA-2017-100013","2017-11-06","ZC-21910","8.73","2017"
"CA-2017-100013","2017-11-06","ZC-21910","5.68","2017"
"CA-2017-133641","2017-05-14","EJ-14155","48.69","2017"
"CA-2017-115602","2017-12-18","DJ-13630","38.82","2017"
"CA-2017-115602","2017-12-18","DJ-13630","1141.938","2017"
"CA-2017-115602","2017-12-18","DJ-13630","1704.56","2017"
"CA-2017-115602","2017-12-18","DJ-13630","3.2","2017"
"CA-2017-144638","2017-03-10","MH-18115","5.248","2017"
"CA-2017-144638","2017-03-10","MH-18115","35.91","2017"
"CA-2017-144638","2017-03-10","MH-18115","6.696","2017"
"CA-2017-144638","2017-03-10","MH-18115","43.872","2017"
"CA-2017-117079","2017-10-23","JR-15700","863.88","2017"
"CA-2017-105053","2017-07-07","CS-12355","17.472","2017"
"CA-2017-110380","2017-09-02","PF-19225","6.57","2017"
"CA-2017-121412","2017-09-23","BG-11695","29.328","2017"
"CA-2017-100426","2017-06-04","DC-12850","12.48","2017"
"CA-2017-122154","2017-04-09","SA-20830","15.12","2017"
"CA-2017-122154","2017-04-09","SA-20830","17.43","2017"
"CA-2017-122154","2017-04-09","SA-20830","251.64","2017"
"CA-2017-115427","2017-12-30","EB-13975","13.904","2017"
"CA-2017-115427","2017-12-30","EB-13975","20.72","2017"
"US-2017-126179","2017-07-03","CS-12460","23.99","2017"
"US-2017-126179","2017-07-03","CS-12460","287.97","2017"
"CA-2017-157651","2017-12-10","HA-14920","14.2","2017"
"CA-2017-167703","2017-02-03","MC-17575","5.229","2017"
"CA-2017-167703","2017-02-03","MC-17575","285.552","2017"
"CA-2017-121804","2017-03-03","LP-17095","72.8","2017"
"CA-2017-162635","2017-10-09","EB-14170","10.816","2017"
"CA-2017-106033","2017-10-15","FG-14260","87.92","2017"
"CA-2017-127705","2017-06-02","AB-10255","2.97","2017"
"CA-2017-127705","2017-06-02","AB-10255","27.44","2017"
"US-2017-123281","2017-04-02","JF-15190","25.11","2017"
"CA-2017-100524","2017-03-31","CM-12115","29.78","2017"
"CA-2017-100524","2017-03-31","CM-12115","677.58","2017"
"CA-2017-100524","2017-03-31","CM-12115","75.04","2017"
"CA-2017-113481","2017-01-02","AS-10045","695.7","2017"
"CA-2017-113481","2017-01-02","AS-10045","15.66","2017"
"CA-2017-113481","2017-01-02","AS-10045","28.854","2017"
"CA-2017-162978","2017-05-04","LW-16990","183.96","2017"
"CA-2017-162978","2017-05-04","LW-16990","17.61","2017"
"CA-2017-162978","2017-05-04","LW-16990","300.904","2017"
"CA-2017-160045","2017-04-26","LB-16735","1.988","2017"
"CA-2017-125199","2017-10-19","HM-14860","123.256","2017"
"CA-2017-125199","2017-10-19","HM-14860","23.68","2017"
"CA-2017-125199","2017-10-19","HM-14860","309.576","2017"
"US-2017-155425","2017-11-10","AB-10600","38.388","2017"
"US-2017-155425","2017-11-10","AB-10600","95.994","2017"
"US-2017-155425","2017-11-10","AB-10600","239.952","2017"
"US-2017-155425","2017-11-10","AB-10600","201.584","2017"
"US-2017-155425","2017-11-10","AB-10600","899.136","2017"
"CA-2017-133249","2017-07-08","SZ-20035","145.9","2017"
"CA-2017-136672","2017-03-07","MG-17890","49.08","2017"
"CA-2017-124828","2017-07-03","YS-21880","9.552","2017"
"US-2017-117247","2017-10-09","CK-12760","652.45","2017"
"US-2017-117247","2017-10-09","CK-12760","66.645","2017"
"CA-2017-105144","2017-11-04","SZ-20035","23.68","2017"
"CA-2017-115994","2017-01-28","BT-11305","239.97","2017"
"CA-2017-115994","2017-01-28","BT-11305","37.74","2017"
"CA-2017-122700","2017-11-26","LT-17110","220.752","2017"
"CA-2017-106852","2017-06-20","ST-20530","31.104","2017"
"CA-2017-106852","2017-06-20","ST-20530","5.248","2017"
"CA-2017-122735","2017-04-12","BD-11320","29.7","2017"
"CA-2017-122735","2017-04-12","BD-11320","39.96","2017"
"CA-2017-128160","2017-12-19","MM-17920","36.672","2017"
"CA-2017-117695","2017-08-05","PW-19030","13.76","2017"
"CA-2017-102337","2017-06-13","SD-20485","164.736","2017"
"CA-2017-102337","2017-06-13","SD-20485","470.302","2017"
"CA-2017-102337","2017-06-13","SD-20485","47.984","2017"
"CA-2017-148474","2017-06-12","ME-17320","91.2","2017"
"CA-2017-148474","2017-06-12","ME-17320","452.94","2017"
"CA-2017-139199","2017-12-09","DK-12835","872.94","2017"
"CA-2017-139199","2017-12-09","DK-12835","41.54","2017"
"CA-2017-139199","2017-12-09","DK-12835","12.96","2017"
"CA-2017-164959","2017-07-11","KN-16390","8.67","2017"
"US-2017-104955","2017-03-19","CG-12040","28.91","2017"
"CA-2017-121468","2017-11-19","KD-16345","31.968","2017"
"CA-2017-101210","2017-08-25","DW-13540","9.728","2017"
"CA-2017-101210","2017-08-25","DW-13540","3.424","2017"
"CA-2017-151911","2017-04-30","DL-13495","62.96","2017"
"CA-2017-166436","2017-11-24","TS-21370","5.88","2017"
"CA-2017-166436","2017-11-24","TS-21370","977.292","2017"
"CA-2017-139661","2017-10-30","JW-15220","9.64","2017"
"CA-2017-152485","2017-09-04","JD-15790","10.192","2017"
"CA-2017-152485","2017-09-04","JD-15790","16.784","2017"
"CA-2017-152485","2017-09-04","JD-15790","13.12","2017"
"CA-2017-130386","2017-11-12","NG-18430","16.056","2017"
"CA-2017-130386","2017-11-12","NG-18430","223.056","2017"
"CA-2017-130386","2017-11-12","NG-18430","540.048","2017"
"CA-2017-154935","2017-12-24","AR-10540","17.88","2017"
"CA-2017-108294","2017-12-10","LS-16975","34.5","2017"
"CA-2017-103611","2017-09-12","JM-15535","8.36","2017"
"CA-2017-100384","2017-06-24","NH-18610","385.6","2017"
"CA-2017-100384","2017-06-24","NH-18610","35.82","2017"
"CA-2017-112809","2017-08-18","RA-19915","200.064","2017"
"CA-2017-112809","2017-08-18","RA-19915","21.38","2017"
"CA-2017-112809","2017-08-18","RA-19915","6.744","2017"
"US-2017-160759","2017-12-11","AI-10855","63.686","2017"
"CA-2017-148446","2017-12-10","MC-17845","1669.6","2017"
"CA-2017-116204","2017-02-11","VW-21775","21.336","2017"
"CA-2017-109946","2017-04-16","PL-18925","16.52","2017"
"CA-2017-159884","2017-08-31","JF-15490","10.744","2017"
"CA-2017-159884","2017-08-31","JF-15490","8.376","2017"
"CA-2017-124086","2017-02-10","MP-18175","203.983","2017"
"CA-2017-121888","2017-09-15","CL-11890","39.99","2017"
"CA-2017-121888","2017-09-15","CL-11890","16.28","2017"
"CA-2017-121888","2017-09-15","CL-11890","782.94","2017"
"CA-2017-121888","2017-09-15","CL-11890","242.48","2017"
"US-2017-124926","2017-11-13","ME-17320","9.324","2017"
"CA-2017-158386","2017-10-16","BO-11425","124.75","2017"
"CA-2017-120761","2017-09-04","AB-10150","91.96","2017"
"CA-2017-107293","2017-09-05","CS-12400","2.78","2017"
